leg_index,point_index,grid_x,grid_y,world_x_m,world_y_m,segment_length_m,cumulative_length_m
4,1,70,21,0.7050000000000005,-0.615,0.05,0.05
4,2,69,21,0.6550000000000002,-0.615,0.05,0.1
4,3,68,20,0.6050000000000004,-0.6649999999999998,0.07071067811865477,0.17071067811865476
4,4,67,20,0.5550000000000002,-0.6649999999999998,0.05,0.22071067811865475
4,5,66,20,0.5050000000000003,-0.6649999999999998,0.05,0.27071067811865474
4,6,65,20,0.4550000000000005,-0.6649999999999998,0.05,0.3207106781186547
4,7,64,20,0.40500000000000025,-0.6649999999999998,0.05,0.3707106781186547
4,8,63,20,0.3550000000000004,-0.6649999999999998,0.05,0.4207106781186547
4,9,62,20,0.30500000000000016,-0.6649999999999998,0.05,0.4707106781186547
4,10,61,20,0.25500000000000034,-0.6649999999999998,0.05,0.5207106781186547
4,11,60,19,0.20500000000000052,-0.7149999999999999,0.07071067811865477,0.5914213562373094
4,12,59,19,0.15500000000000025,-0.7149999999999999,0.05,0.6414213562373094
4,13,58,19,0.10500000000000043,-0.7149999999999999,0.05,0.6914213562373095
4,14,57,19,0.05500000000000016,-0.7149999999999999,0.05,0.7414213562373095
4,15,56,19,0.0050000000000003375,-0.7149999999999999,0.05,0.7914213562373096
4,16,55,19,-0.044999999999999485,-0.7149999999999999,0.05,0.8414213562373096
4,17,54,20,-0.09499999999999975,-0.6649999999999998,0.07071067811865477,0.9121320343559643
4,18,53,21,-0.14499999999999957,-0.615,0.07071067811865477,0.9828427124746191
4,19,52,22,-0.19499999999999984,-0.565,0.07071067811865477,1.053553390593274
4,20,51,23,-0.24499999999999966,-0.5149999999999999,0.07071067811865477,1.1242640687119287
4,21,50,24,-0.2949999999999995,-0.46499999999999986,0.07071067811865477,1.1949747468305836
4,22,49,25,-0.34499999999999975,-0.4149999999999998,0.07071067811865477,1.2656854249492384
4,23,48,26,-0.3949999999999996,-0.36499999999999977,0.07071067811865477,1.3363961030678932
4,24,47,27,-0.44499999999999984,-0.31499999999999995,0.07071067811865477,1.407106781186548
